"date","CHINA A-DS MARKET $ - PRICE INDEX","DAX 30 PERFORMANCE - PRICE INDEX","DOW JONES INDUSTRIALS - PRICE INDEX","FTSE ALL SHARE - PRICE INDEX","IRELAND-DS MARKET $ - PRICE INDEX","NIKKEI 225 STOCK AVERAGE - PRICE INDEX","RUSSELL 2000 - PRICE INDEX","S&P 500 COMPOSITE DS CALCULATED - PRICE INDEX","WORLD-DS Market - PRICE INDEX"
1988-04-12,NA,1093.63,2110.08,925.16,318.91,26930.84,145.32,211.22,422.12
1988-04-13,NA,1094.35,2107.1,928.13,319.41,26985.55,145.21,211.37,422.91
1988-04-14,NA,1097.94,2005.64,919.31,322.68,27111.35,141.67,202.27,424.27
1988-04-15,NA,1073.04,2013.93,915.11,313.41,26893.57,141.14,202.53,421.18
1988-04-18,NA,1073.91,2008.12,919.91,312.58,26671.45,142.08,201.81,419.31
1988-04-19,NA,1083.14,1999.5,925.79,310.21,26657,142.55,200.89,417.83
1988-04-20,NA,1071.21,1985.41,920.88,310.46,26864.09,141.7,199.61,417.77
1988-04-21,NA,1066.2,1987.4,923.67,313.6,26828.16,141.26,199.66,416.58
1988-04-22,NA,1069.03,2015.09,914.55,313.62,26837.12,141.69,202.48,416.73
1988-04-25,NA,1062.95,2035.97,916.25,312.2,27213.45,142.25,204.24,419.19
1988-04-26,NA,1055.1,2044.76,926.12,313.58,27246.77,143.12,205.32,420.47
1988-04-27,NA,1062.45,2047.91,929.14,315.14,27191.97,143.65,205.19,420.03
1988-04-28,NA,1053.54,2041.28,928.28,317.28,27434.12,144.07,204.09,422.4
1988-04-29,NA,1054.46,2032.33,928.19,317.65,27434.12,145.01,203.37,421.4
1988-05-02,NA,1051.13,2043.27,928.19,318.79,27669.72,144.73,203.66,423.61
1988-05-03,NA,1038.59,2058.36,930.45,318.69,27669.72,145.31,204.83,424.25
1988-05-04,NA,1051.82,2036.31,925.47,319.83,27669.72,145.22,202.68,422.72
1988-05-05,NA,1037.62,2020.23,923.61,319.47,27669.72,144.79,201.33,422.42
1988-05-06,NA,1037.47,2007.46,929.12,318.59,27534.39,144.64,200.09,420.24
1988-05-09,NA,1019.36,1997.35,927.48,320,27264.3,143.71,199.42,417.52
1988-05-10,NA,1009.03,2003.65,925.83,319.24,27412.25,143.34,200.16,419.03
1988-05-11,NA,1002.41,1965.85,907.13,319.4,27161.05,140.97,197.1,415.17
1988-05-12,NA,1002.41,1968,914.7,317.82,27212.58,141.29,197.5,414.63
1988-05-13,NA,1017.84,1990.55,919.01,318.42,27468.31,142.17,199.75,417.11
1988-05-16,NA,1053.86,2007.63,916.75,320.29,27759.87,142.18,201.44,419.34
1988-05-17,NA,1048.39,1986.41,921.72,323.4,27819.98,141.75,199.05,416.72
1988-05-18,NA,1037.67,1951.09,917.5,323.31,27767.58,139.93,195.83,415.37
1988-05-19,NA,1032.24,1958.72,909.69,320.5,27373.24,139.6,196.9,412.93
1988-05-20,NA,1033.67,1952.59,915.16,323.97,27393.85,140.15,197.13,412.67
1988-05-23,NA,1033.67,1941.48,911.92,322.33,27249.76,139.2,195.51,411.14
1988-05-24,NA,1030.91,1962.53,922.01,326.22,27312.66,139.46,197.44,412.51
1988-05-25,NA,1045.63,1961.37,924.77,335.43,27443.65,139.79,197.62,413.84
1988-05-26,NA,1045.01,1966.75,923.87,333.98,27428.24,140.27,198.23,413.45
1988-05-27,NA,1055.57,1956.44,923.48,334.45,27290.49,140.09,197.35,409.42
1988-05-30,NA,1070,1956.44,923.48,346.14,27223.1,140.09,197.35,407.55
1988-05-31,NA,1083.36,2031.12,923.52,345.91,27416.7,141.37,204.1,412.52
1988-06-01,NA,1096.47,2064.01,932.77,346.08,27703.91,142.87,207.72,417.78
1988-06-02,NA,1096.47,2052.45,934.42,345.85,27869.36,142.8,206.5,415.71
1988-06-03,NA,1102.25,2071.3,938.84,342.57,27821.54,143.5,207.31,418.07
1988-06-06,NA,1111.23,2075.21,944.69,344.74,27996.24,144.18,207.77,420.66
1988-06-07,NA,1096.01,2054.59,940.97,348.54,27967.32,144.21,206.25,421.06
1988-06-08,NA,1105.96,2102.95,944.98,350.35,27912.65,145.73,211.2,424.66
1988-06-09,NA,1125.7,2093.35,951.87,353.7,28072.02,146.54,210.16,427.54
1988-06-10,NA,1119.15,2101.71,955.97,355.77,27920.36,147.09,210.84,427.72
1988-06-13,NA,1120.71,2099.4,950.57,356.6,28036.54,147.33,211.16,427.71
1988-06-14,NA,1117.19,2124.47,963.35,357.49,28061.8,147.89,213.52,426.63
1988-06-15,NA,1135.82,2131.4,965.71,359.34,28093.52,148.13,213.57,428.28
1988-06-16,NA,1118.85,2094.24,962.26,363.09,28147.32,147.37,210.21,426.5
1988-06-17,NA,1118.85,2104.02,956.27,358.95,28342.46,147.16,211.06,427.12
1988-06-20,NA,1108.92,2083.93,953.58,359.14,28139.03,147.24,209.74,423.96
1988-06-21,NA,1125.06,2109.17,960.57,358.58,27925.57,147.61,211.88,423.56
1988-06-22,NA,1141.33,2152.2,969.9,358.71,27860.78,148.63,214.96,420.86
1988-06-23,NA,1137.74,2148.29,970.75,363.7,27732.93,148.94,214.48,419.58
1988-06-24,NA,1143.5,2142.96,967.61,354.18,27750.39,149.23,213.76,414.11
1988-06-27,NA,1129.15,2108.46,954.22,351.06,27435.01,148.75,210.29,409.59
1988-06-28,NA,1120.09,2130.87,961,351.97,27398.09,149.5,212.76,410.71
1988-06-29,NA,1133.84,2121.98,960.9,349.72,27607.33,149.56,211.93,406.77
1988-06-30,NA,1140.49,2141.71,963.01,351.06,27769.4,151.3,213.83,409.56
1988-07-01,NA,1163.52,2131.58,963.88,349.41,27503.53,151.03,212.52,406.47
1988-07-04,NA,1168.15,2131.58,958.24,349.22,27360.39,151.03,212.52,402.52
1988-07-05,NA,1178.52,2158.61,962.35,352.84,27577.17,151.29,215.56,408.74
1988-07-06,NA,1199.96,2130.16,969.43,355.86,27766.6,151.01,212.54,410.29
1988-07-07,NA,1188.59,2122.69,963.2,356.97,27728.13,151.15,212.59,413.33
1988-07-08,NA,1197.52,2106.15,973.43,354.97,27917.08,151.16,211.25,411.39
1988-07-11,NA,1196.59,2111.31,974.1,354.06,27985.99,151.11,211.59,411.45
1988-07-12,NA,1184.85,2092.64,966.41,354.69,28099.84,150.73,209.68,411.7
1988-07-13,NA,1172.8,2104.37,972.51,353.41,28020.1,150.68,210.66,410.47
1988-07-14,NA,1187.21,2113.62,969.47,356.27,28084.08,151.15,211.28,410.75
1988-07-15,NA,1191.13,2129.45,968.55,360.7,27913.79,151.42,212.69,406.1
1988-07-18,NA,1179.74,2117.89,962.52,360.2,27662.12,151.42,211.42,404.53
1988-07-19,NA,1170.1,2097.26,961.03,360.64,27149.03,150.69,209.74,401.73
1988-07-20,NA,1174.62,2110.6,971.14,370.21,27553.98,151.1,210.72,407.96
1988-07-21,NA,1165.42,2086.59,970.11,375.54,27676.14,150.37,208.16,410.23
1988-07-22,NA,1153.77,2060.99,962.01,374.85,27285.01,149.52,205.65,408.73
1988-07-25,NA,1160.46,2071.83,957.99,365.19,27183.53,149.44,206.75,407.31
1988-07-26,NA,1176.44,2073.97,958.2,362.19,27303.76,149.6,207.17,406.17
1988-07-27,NA,1171.28,2053.7,958.99,363.31,27738.57,148.77,204.96,410.8
1988-07-28,NA,1166,2082.33,960.1,358.64,27796.09,148.96,207.63,410.97
1988-07-29,NA,1181.72,2128.73,965.18,354.19,27911.63,149.88,212.07,415.29
1988-08-01,NA,1189.6,2130.51,969.89,353.77,28326.31,150.5,212.42,419.33
1988-08-02,NA,1184.21,2131.22,966.77,350.73,28366.33,150.63,212.41,418.88
1988-08-03,NA,1187.67,2134.07,972.43,347.96,28348.45,150.67,213.21,418.95
1988-08-04,NA,1183.72,2126.6,975.2,346.43,28292.66,150.65,212.32,417.25
1988-08-05,NA,1197.38,2119.13,978.32,344.14,28423.38,150.31,211.49,415.08
1988-08-08,NA,1198.76,2107.4,978.58,344.97,28253.12,150.11,210.52,413.09
1988-08-09,NA,1196.79,2079.13,971.38,344.16,28170.36,148.93,207.88,410.4
1988-08-10,NA,1173.45,2034.14,960.37,340.7,27554.87,146.86,204.23,403.47
1988-08-11,NA,1168.14,2039.3,957.69,337.24,27784.98,146.68,204.98,405.93
1988-08-12,NA,1173.56,2037.52,961.69,340.21,27833.51,146.95,204.81,407.81
1988-08-15,NA,1169.82,2004.27,949.46,339.15,27901.29,145.36,202.02,405.55
1988-08-16,NA,1158.76,2021.51,952.91,337.59,27896.55,145.58,203.36,407.42
1988-08-17,NA,1182.18,2025.96,955.26,332.91,28178.86,145.37,203.78,406.84
1988-08-18,NA,1173.93,2027.03,956.78,341.35,28129.36,145.5,204.05,408.6
1988-08-19,NA,1170.78,2016,961.62,344.6,28209.42,145.68,203.33,408.87
1988-08-22,NA,1167.99,1990.22,955.85,339.88,28079.18,144.26,200.68,404.68
1988-08-23,NA,1155.97,1989.33,948.85,339.83,27919.95,144,200.87,403.76
1988-08-24,NA,1161.27,2026.67,950.34,340.32,27799.67,144.95,203.87,403.4
1988-08-25,NA,1162.65,2010.85,928.91,335.74,27870.44,144.24,202.4,404.78
1988-08-26,NA,1157.65,2017.43,921.68,335.81,27565.41,144.45,202.74,401.33
1988-08-29,NA,1152.38,2041.43,921.68,335.25,27379.1,144.89,204.9,400.44
1988-08-30,NA,1165.53,2038.23,911.07,331.52,27511.65,145.14,204.97,399.27
1988-08-31,NA,1165.36,2031.65,911.17,329.73,27365.95,145.74,204.19,394.5
1988-09-01,NA,1152.99,2002.31,898.42,326.6,26934.26,144.57,201.68,389.34
1988-09-02,NA,1157.29,2054.59,906.74,328.97,27116.5,145.48,206.33,393.43
1988-09-05,NA,1174.87,2054.59,915.69,337.42,27341.58,145.48,206.33,395.91
1988-09-06,NA,1179.76,2065.26,918.62,342.92,27320.51,145.73,207.23,397.88
1988-09-07,NA,1185.74,2065.79,913.28,343.43,27504.01,146.07,207.26,401.36
1988-09-08,NA,1185.35,2063.12,903.65,341.53,27740.11,146.65,207.45,402.33
1988-09-09,NA,1186.61,2068.81,901.25,338.88,27647.1,147.23,208.4,401.14
1988-09-12,NA,1207.18,2072.37,904.4,334.46,27756.74,147.25,208.27,402.15
1988-09-13,NA,1206.72,2083.04,910.61,334.68,27794.16,147.38,208.88,404.15
1988-09-14,NA,1224.71,2100.64,914.46,327.52,27805.67,147.83,210.25,402.18
1988-09-15,NA,1228.11,2092.28,916.63,329.38,27805.67,147.74,209.15,403.7
1988-09-16,NA,1235.05,2098.15,915.49,326.97,27866.38,148.03,211,403.6
1988-09-19,NA,1252.66,2081.08,912.59,328.05,27901,147.85,209.69,404.86
1988-09-20,NA,1245.98,2087.48,918.57,328.39,27548.58,147.95,210.4,402.84
1988-09-21,NA,1260.99,2090.5,929.5,330.15,27712.66,147.83,210.9,402.27
1988-09-22,NA,1253.68,2080.01,925.92,331.54,27428.31,147.62,210,399.73
1988-09-23,NA,1252.58,2090.68,927.6,331.36,27428.31,147.83,210.8,400.95
1988-09-26,NA,1257.03,2085.17,927.61,333.19,27333.75,147.13,209.93,399.02
1988-09-27,NA,1248.36,2082.33,934.21,333.57,27499.56,146.78,209.46,400.86
1988-09-28,NA,1239.16,2085.53,937.79,332.1,27752.01,146.99,210.15,404.18
1988-09-29,NA,1248.71,2119.31,946.56,337.2,27700.13,148,212.91,405.16
1988-09-30,NA,1252.69,2112.91,946.27,336.87,27923.67,149.09,212.47,407.6
1988-10-03,NA,1242.44,2105.26,935.09,340.15,27545.53,147.8,211.91,405.14
1988-10-04,NA,1245.58,2102.06,937.08,339.07,27501.02,147.77,211.17,405.26
1988-10-05,NA,1252.31,2106.51,946.81,343.35,27405.49,148.08,212.14,404.48
1988-10-06,NA,1261.63,2107.75,952.83,347.79,27172.34,148.25,212.41,402.94
1988-10-07,NA,1269.36,2150.25,956.27,347.41,27258.27,148.6,216.66,406.51
1988-10-10,NA,1286.93,2158.96,956.44,355.11,27258.27,148.61,217.01,409.02
1988-10-11,NA,1271.31,2156.47,954.21,357.11,27469.6,148.5,216.88,411.12
1988-10-12,NA,1257.94,2126.24,943.53,356.23,27409.37,147.95,213.79,412.58
1988-10-13,NA,1269.8,2133.36,951,356.79,27273.3,147.97,214.68,414.57
1988-10-14,NA,1289.59,2133.18,955.6,359.5,27306.57,148.19,215.05,419.03
1988-10-17,NA,1282.99,2140.47,965.05,362.46,27268.74,148.15,215.56,419.27
1988-10-18,NA,1295.79,2159.85,964.35,368.19,27141.98,148.71,217.61,419.96
1988-10-19,NA,1304.37,2137.27,968.26,367.24,27293.67,148.61,215.74,418.79
1988-10-20,NA,1295.21,2181.19,969.09,367.39,27390.55,149.15,219.86,421.82
1988-10-21,NA,1289.72,2183.5,968.02,370.16,27401.42,148.95,220.44,424.08
1988-10-24,NA,1281.22,2170.34,962.96,368.71,27281.54,148.66,219.13,420.73
1988-10-25,NA,1293.72,2173.36,962.29,368.11,27421.49,148.45,219.05,421.59
1988-10-26,NA,1310.63,2165.18,963.02,368.14,27620.6,148.14,218,424.6
1988-10-27,NA,1313.35,2140.83,963.84,366.51,27722.92,146.67,215.12,424.24
1988-10-28,NA,1314.98,2149.89,967.24,366.23,27741.34,147.17,215.97,423.62
1988-10-31,NA,1300.79,2148.65,965.54,365.3,27982.54,147.25,215.83,425.47
1988-11-01,NA,1310.79,2150.96,968.72,347.36,28013.67,147.21,215.88,425.69
1988-11-02,NA,1288.55,2156.83,962.38,350.64,27985.26,146.97,215.88,426.69
1988-11-03,NA,1280.58,2170.34,960.04,348.31,27985.26,147.13,215.84,427.79
1988-11-04,NA,1285.02,2145.8,958.61,344.38,27953.25,146.25,213.83,423.33
1988-11-07,NA,1271.13,2124.64,951.58,339.77,27866.36,144.76,211.92,421.42
1988-11-08,NA,1287.88,2127.49,961.04,337.45,28007.27,145.27,212.73,422.99
1988-11-09,NA,1277.3,2118.24,954.19,339.59,28212.78,144.81,211.66,427.84
1988-11-10,NA,1263.34,2114.69,954.67,337.41,28166.42,145.01,211.75,429.25
1988-11-11,NA,1252.18,2067.03,937.9,341.35,28489.57,143.67,207.35,433.49
1988-11-14,NA,1261.84,2065.08,937.9,336.05,28520.9,142.91,207.18,431.38
1988-11-15,NA,1262.54,2077.17,941.97,335.4,28829.41,143,207.72,433.14
1988-11-16,NA,1262.54,2038.58,944.61,345.31,28996.12,141.31,204.11,434.17
1988-11-17,NA,1264.59,2052.45,951.57,344.11,29076.81,140.71,204.92,434.64
1988-11-18,NA,1277.55,2062.41,951.59,346.28,29180.2,140.86,206.33,436.79
1988-11-21,NA,1284.16,2065.97,945.99,344.3,29284.26,139.95,206.11,439.55
1988-11-22,NA,1277.4,2077.7,950.37,345.1,29430.12,139.87,206.96,443.22
1988-11-23,NA,1280.87,2092.28,957.58,346.76,29430.12,140.41,208.22,444.63
1988-11-24,NA,1279.23,2092.28,955.23,350.17,29340.03,140.41,208.22,444.75
1988-11-25,NA,1275.41,2074.68,934.36,346.7,29406.65,140.14,206.51,443.45
1988-11-28,NA,1259.13,2081.44,926.87,340.01,28983.32,140.09,207.66,437.76
1988-11-29,NA,1262.55,2101.53,930.12,342.13,29318.3,140.65,209.57,443.12
1988-11-30,NA,1275.99,2114.51,933.45,339.94,29578.9,142.01,211.49,444.81
1988-12-01,NA,1277.98,2101.88,925.65,342.62,29541.46,142.56,210.73,444.2
1988-12-02,NA,1275.78,2092.28,917.38,343.32,29532.25,142.77,210.15,444.2
1988-12-05,NA,1282.23,2123.76,914.84,344.05,29614.68,143.45,212.58,446.24
1988-12-06,NA,1287.94,2149.36,917.2,346.74,29669.38,143.93,214.92,447.51
1988-12-07,NA,1299.57,2153.63,918.18,342.97,30050.82,144,215.18,445.46
1988-12-08,NA,1296.53,2141.71,909.87,344.18,29758.9,143.93,213.99,445.63
1988-12-09,NA,1301.43,2143.49,903.72,343.86,29793.42,143.75,214.47,446.39
1988-12-12,NA,1292.69,2139.58,901.93,340.56,29672.29,143.45,214.03,443.58
1988-12-13,NA,1290.63,2143.49,904.36,338.88,29597.81,143.17,213.96,442.08
1988-12-14,NA,1286.61,2134.25,904.47,340.01,29754.73,143.18,213.13,443.45
1988-12-15,NA,1285.33,2133,908.38,341.1,29705.75,143.17,212.5,440.87
1988-12-16,NA,1296.31,2150.71,913.81,342.37,29536.71,144.34,213.81,436.74
1988-12-19,NA,1315.98,2172.68,913.05,340.62,29470.08,144.53,215.91,439.11
1988-12-20,NA,1333.04,2166.07,916.64,338.07,29567.94,144.49,214.99,436.61
1988-12-21,NA,1321.01,2164.64,914.61,338.22,29698.19,144.2,214.91,439.35
1988-12-22,NA,1324.15,2160.36,913.42,338.11,29774.61,144.51,214.56,439.97
1988-12-23,NA,1328.46,2168.93,915.52,337.74,29686.26,144.88,215.42,441.21
1988-12-26,NA,1328.46,2168.93,915.52,337.74,29868.01,144.88,215.42,444.48
1988-12-27,NA,1340.41,2162.68,915.52,337.74,30050.93,144.67,214.65,445.27
1988-12-28,NA,1333.74,2166.43,922.51,334.65,30159,144.94,214.8,444.7
1988-12-29,NA,1327.87,2182.68,930.43,339.53,30159,145.7,216.29,445.12
1988-12-30,NA,1327.87,2168.57,926.59,342.1,30159,147.37,214.99,447.01
1989-01-02,NA,1333.52,2168.57,926.59,342.1,30159,147.37,215.07,447.12
1989-01-03,NA,1359.33,2144.64,921.22,341.51,30159,146.79,212.82,449.31
1989-01-04,NA,1365.08,2177.68,926.49,336.92,30243.66,148.39,215.82,449.96
1989-01-05,NA,1370.49,2190.54,929.97,333.71,30183.79,148.75,216.25,448.25
1989-01-06,NA,1359.98,2194.29,935.77,330.92,30209.54,149.84,216.82,445.88
1989-01-09,NA,1366.55,2199.46,945.52,329.9,30678.39,149.6,216.89,450.08
1989-01-10,NA,1345.91,2193.21,947.66,329.31,31006.51,149.23,216.34,452.83
1989-01-11,NA,1353.42,2206.43,947.38,329.77,31143.45,149.27,217.65,456.09
1989-01-12,NA,1358.74,2222.32,955.57,332.22,31143.45,149.81,218.67,457.03
1989-01-13,NA,1353.25,2226.07,961.8,332.95,31298.38,149.92,218.9,457.56
1989-01-16,NA,1344.11,2224.64,966.78,331.85,31298.38,149.95,219.04,454.05
1989-01-17,NA,1316.66,2214.64,965.01,336.54,31227.52,149.7,218.56,454.31
1989-01-18,NA,1323.68,2238.75,976.01,334.26,31354.55,150.83,220.79,453.74
1989-01-19,NA,1335.15,2239.11,985.45,341.72,31311.4,151.29,220.69,450.72
1989-01-20,NA,1323.14,2235.36,988.99,343,31170.38,151.4,220.45,453.53
1989-01-23,NA,1318.21,2218.39,993.14,348.72,31332.88,150.95,219.24,454.82
1989-01-24,NA,1334.18,2256.43,1001.08,344.86,31557.68,151.44,222.21,458.93
1989-01-25,NA,1341.05,2265.89,1000.63,348.78,31567.79,151.78,222.89,459.52
1989-01-26,NA,1329.73,2291.07,1010.7,350.47,31511.81,152.52,225.09,459.7
1989-01-27,NA,1343.58,2322.86,1034.11,356.99,31646.13,152.93,226.91,460.27
1989-01-30,NA,1328.37,2324.11,1051.1,360.71,31567.5,153.02,227.75,460.94
1989-01-31,NA,1312.73,2342.32,1054.97,357.15,31581.3,153.85,229.79,459.05
1989-02-01,NA,1300.52,2338.21,1050.2,355.03,31360.68,154.38,229.5,458.93
1989-02-02,NA,1319.56,2333.75,1053.04,356.48,31498.3,154.94,229.15,460.01
1989-02-03,NA,1326.36,2331.25,1067.88,355.38,31685.78,155.69,229.39,460.38
1989-02-06,NA,1345.04,2321.07,1056.93,355.12,31828.75,155.58,228.85,460.14
1989-02-07,NA,1344.94,2347.14,1070.79,357.01,31880.65,156.84,231.59,463.34
1989-02-08,NA,1359.88,2343.21,1082.84,363.26,32065.12,157,230.9,464.64
1989-02-09,NA,1347.64,2323.04,1075.88,365.51,32078.43,156.55,228.91,465.97
1989-02-10,NA,1353.22,2286.07,1065.13,364.06,32131.99,155.07,225.71,463.44
1989-02-13,NA,1333.77,2282.5,1053.37,361.34,31985.32,154.7,226.01,461.57
1989-02-14,NA,1331.47,2281.25,1060.89,364.49,31982.89,154.98,225.3,465.69
1989-02-15,NA,1317.32,2303.93,1060.25,366.35,32149.48,155.56,227.48,466.61
1989-02-16,NA,1317.91,2311.43,1055.2,368.45,32083.58,155.56,227.9,465.88
1989-02-17,NA,1315.09,2324.82,1058.89,372.38,32173.39,157.07,229.29,468.04
1989-02-20,NA,1319.91,2324.82,1069.39,375.39,32177.08,157.07,229.29,467.1
1989-02-21,NA,1307.52,2326.43,1068.07,379.28,31980.08,156.77,228.65,464.24
1989-02-22,NA,1292.17,2283.93,1055.94,382.19,32311.93,155.39,224.65,463.74
1989-02-23,NA,1271.7,2289.46,1048.43,385.58,32452.49,155.41,225.18,465.91
1989-02-24,NA,1288.04,2245.54,1050.47,384.13,32452.49,154.25,221.53,463.68
1989-02-27,NA,1276.8,2250.36,1039.4,378.07,32285.77,153.96,222.07,460.16
1989-02-28,NA,1288.66,2258.39,1042.6,378.6,31985.6,154.56,222.76,458.88
1989-03-01,NA,1307.25,2243.04,1051.42,374.73,31964.3,154.67,221.49,455.29
1989-03-02,NA,1309.27,2265.71,1059.75,373.54,32073.73,155.68,223.58,457.05
1989-03-03,NA,1325.82,2274.29,1069.25,378.93,32000.1,156.32,224.38,458.61
1989-03-06,NA,1337.66,2294.82,1075.47,377.18,31876.86,157.24,226.95,456.86
1989-03-07,NA,1324.06,2290.71,1080.89,383.65,31937.94,157.53,226.06,456.84
1989-03-08,NA,1317.77,2295.54,1082.19,379.87,31837.66,157.9,226.39,456.6
1989-03-09,NA,1319.42,2291.43,1078.48,377.32,31656.45,157.79,226.18,454.01
1989-03-10,NA,1318.51,2282.14,1083.32,376.22,31701.78,157.75,225.53,453.79
1989-03-13,NA,1313.55,2306.25,1091.27,376.48,31552.96,157.98,227.42,452.93
1989-03-14,NA,1329.5,2306.25,1101.68,380.43,31724.35,157.73,227.35,455.72
1989-03-15,NA,1334.75,2320.54,1099.58,382.21,32100.48,158.33,228.38,456.18
1989-03-16,NA,1322.45,2340.71,1095.79,385.86,32098.24,159.27,230.42,456.4
1989-03-17,NA,1322.69,2292.14,1076.71,384.68,32021.01,156.71,225.21,450.68
1989-03-20,NA,1303.36,2262.5,1067,377.54,31654.8,155.3,222.91,445.86
1989-03-21,NA,1303.28,2266.25,1075.12,379.27,31654.8,156.16,223.74,448
1989-03-22,NA,1303.67,2263.21,1064.86,379.94,31443.24,156.03,223.38,445.53
1989-03-23,NA,1306.77,2243.04,1068.68,378.63,31588.66,156.01,222.36,446.31
1989-03-24,NA,1306.77,2243.04,1068.68,378.63,31568.52,156.01,222.3,445.68
1989-03-27,NA,1306.77,2257.86,1068.68,378.62,31512.4,155.87,223.43,444.93
1989-03-28,NA,1306.47,2275.54,1075.01,373.95,32306.36,156.57,224.42,446.53
1989-03-29,NA,1309.26,2281.52,1075.03,373.56,32737.28,156.8,224.97,449.66
1989-03-30,NA,1315.42,2281.34,1065.26,372.9,32826.13,156.76,225.03,450.33
1989-03-31,NA,1322.66,2293.62,1076.15,374.05,32838.68,157.9,226.81,453.49
1989-04-03,NA,1344.35,2304.8,1076.51,375.28,33042.07,158.29,227.63,454.76
1989-04-04,NA,1339.79,2298.2,1078.07,383.78,33312.25,157.97,226.89,458.92
1989-04-05,NA,1348.81,2304.8,1075.13,390.88,33360.79,158.52,227.53,458.5
1989-04-06,NA,1345.5,2291.97,1063.38,390.5,32995.78,158.4,226.71,455.84
1989-04-07,NA,1348.02,2304.8,1058.56,386.14,33185.05,159.27,228.18,455.29
1989-04-10,NA,1359.22,2301.87,1048.43,383.4,32999.02,159.45,228.12,453.36
1989-04-11,NA,1369.35,2311.58,1050.65,382.41,33249.58,160.33,229.17,454.41
1989-04-12,NA,1381.66,2319.65,1051.87,386.22,33256.45,161.21,229.67,454.05
1989-04-13,NA,1387.76,2296,1049.82,388.22,33063.94,160.53,227.91,453.55
1989-04-14,NA,1384.03,2337.06,1060.63,392.07,33150.44,161.63,231.63,456.29
1989-04-17,NA,1394.62,2337.79,1060.9,397.33,33308.33,161.45,232.01,459.34
1989-04-18,NA,1394.14,2379.4,1070.26,403.79,33321.66,162.29,235.29,461.58
1989-04-19,NA,1388.58,2386.91,1076.35,401.26,33363.83,162.46,236.16,460.38
1989-04-20,NA,1389.91,2377.38,1064.62,404.29,33185.15,162.59,235.52,460.16
1989-04-21,NA,1376.21,2409.46,1063.01,396.54,33029.81,163.31,237.9,460.24
1989-04-24,NA,1368.38,2402.68,1063.66,394.49,32805.92,163.29,237.59,458.19
1989-04-25,NA,1372.42,2386.91,1068.33,394.58,33244.78,163.28,236.42,460.62
1989-04-26,NA,1373.04,2389.11,1078.39,393.57,33434.93,163.6,236.45,459.88
1989-04-27,NA,1369.57,2418.99,1088.1,396.79,33500.83,164.28,238.38,462.61
1989-04-28,NA,1370.9,2418.8,1090.04,398.93,33713.35,164.68,238.42,463.54
1989-05-01,NA,1370.9,2414.96,1090.04,397.11,33793.17,164.29,238.01,464.69
1989-05-02,NA,1362.54,2402.86,1083.96,395.69,33954.99,164.54,237.35,463.73
1989-05-03,NA,1368.6,2393.7,1083.99,392.64,33954.99,164.78,237.41,462.93
1989-05-04,NA,1368.6,2384.9,1090.77,392.54,33954.99,165.17,237.09,463.36
1989-05-05,NA,1380.46,2381.96,1097.29,392.05,33954.99,165.72,236.76,463.02
1989-05-08,NA,1380.07,2376.47,1091.94,390.57,34135.24,165.23,235.69,463.49
1989-05-09,NA,1366.22,2371.33,1094.05,386.76,34031.87,165.31,235.14,462.17
1989-05-10,NA,1365.78,2374.45,1090.61,388.95,33992.35,165.64,235.7,462.97
1989-05-11,NA,1358.79,2382.88,1087.94,387.49,34081.49,166.05,236.61,461.68
1989-05-12,NA,1347.84,2439.7,1099,386.49,33866.33,167.12,242.16,461.2
1989-05-15,NA,1347.84,2463.89,1105.75,383.09,33716.29,167.32,244.22,458.4
1989-05-16,NA,1339.75,2453.45,1100.2,383.74,33926.45,167.26,243.62,459.25
1989-05-17,NA,1345.64,2462.43,1108.69,375.77,33992.45,168.27,245.57,456.14
1989-05-18,NA,1343.98,2470.12,1118.29,377.73,33856.33,168.99,246.03,456.99
1989-05-19,NA,1350.41,2501.1,1131.41,379.85,34001.96,169.64,248.32,459.19
1989-05-22,NA,1345.1,2502.02,1114.96,367.95,34067.86,169.52,248.97,452.11
1989-05-23,NA,1352.56,2478.01,1106.73,365.2,33816.61,169.06,245.95,450.02
1989-05-24,NA,1372.09,2483.87,1097.76,363.91,33851.82,169.49,246.42,448.82
1989-05-25,NA,1372.09,2482.59,1100.44,366.4,34005.39,170.12,246.46,451.72
1989-05-26,NA,1375.94,2493.77,1103.81,367.81,34191.62,171.01,248.4,454.75
1989-05-29,NA,1385.57,2493.77,1103.81,368.78,34160.83,171.01,248.4,455.54
1989-05-30,NA,1403.17,2475.55,1098.99,365.7,34076.89,170.58,246.47,450.05
1989-05-31,NA,1407.29,2480.15,1091.06,372.01,34266.75,171.53,247.67,454.3
1989-06-01,NA,1413,2490.63,1085.59,368.54,33981.35,172.4,248.89,452.25
1989-06-02,NA,1419.71,2517.83,1084.39,370.1,33667.42,173.4,251.72,455.05
1989-06-05,NA,1419.13,2480.7,1078.15,369.24,33457.08,172.37,249.12,450.7
1989-06-06,NA,1413.78,2496.32,1086.63,364.22,33452.01,172.17,250.59,448.67
1989-06-07,NA,1432.66,2512.32,1091.69,367.72,33626.89,172.95,252.12,452.09
1989-06-08,NA,1438.73,2516.91,1102.24,365.83,33718.29,173.23,251.7,452.17
1989-06-09,NA,1437.29,2513.42,1101.84,359.34,33639.98,173.37,251.51,447.45
1989-06-12,NA,1436.67,2518.84,1098.86,351.27,33398.01,173.32,251.47,441.72
